编号,价格,是否合租,面积,楼层,小区,区域,户型(室),户型(厅),户型(卫),地铁(号线),到地铁的距离
1014,2250,合,22,5,光大花园榕景四季,沙园,5,1,1,8,500
1015,1550,合,8,2,信和广场,昌岗,4,1,1,8,200
1016,1470,合,12,14,美林湖畔花园,三溪,4,1,1,5,550
1017,1750,合,14,11,江源半岛花园,车陂南,3,1,1,4,50
1018,1520,合,12,3,贝丽花园,飞翔公园,3,1,1,12,1100
1019,1730,合,12,5,海外花园,昌岗,4,1,1,8,400
1020,1570,合,8,27,新世界东逸花园(电梯),天河公园,4,1,1,5,1400
1021,1030,合,12,4,东怡新区(东裕园),番禺广场,4,1,1,3,550
1022,1140,合,7,4,金碧花园第一金碧,石溪,4,1,1,-1,400
1023,1810,合,16,3,金燕花苑,燕塘,3,1,1,3,300
1024,1210,合,8,5,美景花苑,车陂,4,1,1,4,250
1025,1740,合,12,3,愉景南苑,鹭江,4,1,1,8,350
1026,1450,合,10,15,南北广场,凤凰新村,3,1,1,8,950
1027,1850,合,10,3,育蕾小区,体育西路,3,1,1,-1,-1
1028,2380,合,25,10,瀚林水岸,中大,4,1,1,8,750
1029,1340,合,6,15,海景中心,天河公园,3,1,1,5,1200
1030,1730,合,11,3,愉景雅苑,鹭江,5,1,2,8,500
1031,1210,合,7,4,晓燕湾,江泰路,4,1,1,2,350
1032,1790,合,20,3,南景园品梅轩,江泰路,3,1,1,2,450
1033,2160,合,14,24,鸿景园,华师,4,1,1,3,550
1034,2030,合,15,9,世港国际公寓,磨碟沙,4,1,1,8,600
1035,1430,合,12,9,新业海珠干警小区,石溪,3,1,1,-1,250
1036,1410,合,6,5,麓湖御景,淘金,4,1,1,5,600
1037,1980,合,19,4,科苑社区,黄花岗,4,1,1,6,150
1038,1950,合,25,11,白云骏景花园,白云文化广场,4,1,1,2,700
1039,1110,合,16,5,广华苑,番禺广场,4,1,1,3,800
1040,2150,合,19,8,光大花园榕上居,沙园,4,1,1,8,500
1041,1350,合,8,15,银华大厦,晓港,4,1,1,8,350
1042,1420,合,12,8,天河广场,车陂,4,1,1,4,800
1043,1800,合,14,15,芳草轩,南洲,4,1,1,2,650
1044,1780,合,18,1,骏景花园1,车陂南,4,1,1,4,900
1045,1860,合,11,11,中海名都,市二宫,4,1,1,2,750
1046,1620,合,7,11,中海名都,市二宫,4,1,1,2,750
1047,1490,合,9,6,恒福苑恒福西苑,黄花岗,4,1,1,6,750
1048,1410,合,12,7,天河广场,车陂,3,1,1,4,800
1049,1620,合,8,3,电力设计院,动物园,4,1,1,5,350
1050,1230,合,7,9,东圃法院宿舍小区,东圃,4,1,2,5,700
1051,1760,合,20,17,叠彩园紫桦轩,鹭江,3,1,1,8,1000
1052,1530,合,7,6,小北路小区,小北,3,1,1,13,500
1053,1260,合,9,18,金碧花园第二金碧,石溪,4,1,1,-1,300
1054,2330,合,19,12,光大花园中海锦榕湾,沙园,4,1,1,8,350
1055,1540,合,11,4,美好居,车陂,4,1,1,4,200
1056,1450,合,10,4,江南大道中142号,江南西,3,1,1,2,150
1057,1800,合,22,3,中海康城花园,黄村（广州）,4,1,1,4,450
1058,1610,合,7,25,润粤大厦,动物园,4,1,1,5,400
1059,1470,合,15,3,侨诚花园秋月苑,东晓南,3,1,1,2,400
1060,1910,合,9,14,马赛国际公寓,潭村,4,1,1,5,900
1061,1620,合,8,16,麓雅居,小北,4,1,1,5,750
1062,1650,合,9,9,穗园小区,华师,4,1,1,3,850
1063,1940,合,11,26,泰康城广场,海珠广场,3,1,1,2,250
1064,1760,合,14,11,美好居,车陂,4,1,1,4,200
1065,1250,合,7,9,雅致花园,燕岗,4,1,1,11,250
1066,1090,合,6,10,金碧花园第二金碧,石溪,4,1,1,-1,300
1067,1690,合,11,7,粤信广场（电梯）,赤岗,3,1,1,8,400
1068,1360,合,10,12,美景花苑,车陂,3,1,1,4,250
1069,1210,合,8,4,东圃顺景大厦,东圃,3,1,1,5,1300
1070,1550,合,16,4,翠怡小区,江泰路,4,1,1,2,50
1071,1230,合,8,9,新业海珠干警小区,石溪,3,1,1,-1,250
1072,1930,合,12,24,华苑大厦,体育西路,5,1,1,1,600
1073,1570,合,14,2,穗花新村,江南西,3,1,1,2,300
1074,1900,合,16,4,东河苑小区,林和西,4,1,1,3,850
1075,1170,合,5,6,逸景翠园,鹭江,4,1,1,8,1350
1076,1580,合,16,11,春江花园,棠东,4,1,1,4,650
1077,2430,合,74,2,华景新城翠安侬苑,华景路,4,1,1,11,750
1078,1550,合,11,12,金燕花苑,燕塘,4,1,1,3,300
1079,1820,合,14,7,金田花苑,岗顶,4,1,1,3,950
1080,1640,合,13,5,穗花新村,江南西,3,1,1,2,300
1081,1570,合,10,13,君华香柏广场,京溪南方医院,3,1,1,3,200
1082,1380,合,9,15,兴禺大厦,广州东站,3,1,1,1,650
1083,1420,合,12,3,擎山苑,京溪南方医院,3,1,1,3,800
1084,1390,合,16,15,燕东大厦,燕塘,5,1,1,3,650
1085,1360,合,9,5,金碧花园第二金碧,石溪,4,1,1,-1,300
1086,1500,合,21,3,东圃法院宿舍小区,东圃,4,1,1,5,700
1087,1370,合,6,10,金豪嘉苑,鹭江,4,1,1,8,650
1088,1620,合,17,4,荷塘月色临风居,萧岗,3,1,1,2,950
1089,2400,合,16,21,跑马地花园,潭村,4,1,1,5,800
1090,1370,合,7,3,白云尚城,江夏,3,1,1,2,200
1091,1350,合,12,16,羊城花园趣苑,东圃,4,1,1,5,1450
1092,1130,合,6,30,宏宇广场,凤凰新村,3,1,1,8,950
1093,1800,合,21,13,东景花园,车陂,3,1,1,4,300
1094,1120,合,7,12,智景花苑,车陂,4,1,1,4,500
1095,980,合,8,1,白云畔山花园,京溪南方医院,4,1,1,3,900
1096,2100,合,17,13,信和广场,昌岗,4,1,1,8,200
1097,2160,合,18,11,云裳丽影,同和,4,1,1,3,450
1098,1630,合,10,8,云山熹景,梅花园,5,1,1,3,350
1099,1410,合,10,11,白云骏景花园,白云文化广场,4,1,1,2,700
1100,1380,合,7,12,骏景花园1,车陂南,6,1,1,4,900
1101,1120,合,6,5,云裳丽影,同和,4,1,1,3,450
1102,1380,合,8,5,逸景翠园,鹭江,5,1,1,8,1350
1103,1770,合,10,17,佳信花园会展星城,赤岗,5,1,1,8,550
1104,1840,合,9,3,共和西小区,杨箕,4,1,1,1,300
1105,1490,合,6,7,共和东路17号楼,杨箕,3,1,1,1,100
1106,1500,合,9,8,时代新世界中心,天平架,5,1,1,6,700
1107,1700,合,8,29,翠城花园,宝岗大道,4,1,1,8,350
1108,1190,合,8,4,东圃顺景大厦,东圃,3,1,1,5,1300
1109,1680,合,10,16,华景新城逸晖居,华景路,3,1,1,11,650
1110,1760,合,17,11,旭景家园C区,黄村（广州）,3,1,1,4,900
1111,1250,合,7,9,城市假日园,车陂,5,1,1,4,850
1112,1740,合,12,18,富基广场,市二宫,4,1,1,2,350
1113,1260,合,8,2,富力天朗明居N区,棠东,4,1,1,4,450
1114,1240,合,13,5,云涛花园,同和,3,1,1,3,150
1115,1040,合,10,2,东怡新区东雅园,番禺广场,4,1,1,3,700
1116,1430,合,18,2,东怡新区东雅园,番禺广场,4,1,1,3,700
1117,1180,合,7,14,鸿成花园,市桥,3,1,1,3,550
1118,1520,合,20,1,东方明珠花苑,白云文化广场,5,2,2,2,550
1119,1690,合,14,22,光大花园榕岸,沙园,5,1,1,8,550
1120,1740,合,7,28,鸿翔大厦,华师,4,1,1,3,450
1121,1870,合,19,12,金碧花园第三金碧,石溪,4,1,1,-1,300
1122,1390,合,8,6,旭景家园D区,黄村（广州）,4,1,1,4,1000
1123,1420,合,7,25,恒安大厦,天河公园,4,1,1,21,450
1124,1550,合,8,6,广海花园二期,科韵路,4,1,1,5,950
1125,1350,合,8,18,兴禺大厦,广州东站,4,1,1,1,650
1126,1620,合,11,24,海悦大厦,市二宫,4,1,2,2,850
1127,1960,合,23,15,光大花园榕景四季,沙园,5,1,1,8,500
1128,1960,合,13,3,中山一路小区,杨箕,4,1,1,1,550
1129,2250,合,22,9,瑞心苑,燕塘,4,1,1,3,800
1130,1250,合,7,20,金碧花园第一金碧,石溪,4,1,1,-1,400
1131,1960,合,14,7,越秀区武警宿舍,北京路,4,1,1,2,500
1132,1810,合,10,13,翠城花园,宝岗大道,3,1,1,8,350
1133,1320,合,9,8,春晖闲庭,永泰,4,1,1,3,300
1134,1420,合,10,8,东尚明苑,黄村（广州）,3,1,1,4,850
1135,1570,合,8,14,信和广场,昌岗,3,1,1,8,200
1136,2270,合,11,11,金泽大厦,黄埔大道,4,1,1,-1,450
1137,1870,合,11,12,赛拉维,天河公园,3,1,1,21,500
1138,1560,合,11,5,美林湖畔花园,三溪,4,1,1,5,550
1139,1320,合,9,3,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1140,1330,合,8,8,南兴花园电梯区,天河客运站,3,1,1,3,1000
1141,1610,合,11,8,天河御品,京溪南方医院,4,1,1,3,550
1142,1110,合,8,3,洛涛南区,洛溪,4,1,1,2,800
1143,1420,合,16,1,东方明珠花苑,白云文化广场,5,2,2,2,550
1144,1290,合,7,2,嘉仕花园,中大,3,1,1,8,950
1145,1530,合,8,29,鸿景园,华师,4,1,1,3,550
1146,2300,合,18,4,骏景花园1,车陂南,4,1,1,4,900
1147,1590,合,7,4,金海花园,岗顶,6,1,2,3,650
1148,1580,合,17,11,擎山苑,京溪南方医院,3,1,1,3,800
1149,2020,合,17,3,嘉怡花园,华师,3,1,1,-1,-1
1150,1800,合,13,11,珠江西苑,广州东站,4,1,1,1,550
1151,1360,合,7,6,侨源山庄虹侨楼,燕塘,4,1,1,3,700
1152,1160,合,6,3,云裳丽影,同和,4,1,1,3,450
1153,1390,合,9,16,怡雅苑,凤凰新村,3,1,1,8,550
1154,1520,合,8,10,远洋天骄,天河客运站,4,1,1,3,950
1155,2230,合,11,23,穗园小区,华师,4,1,1,3,850
1156,1120,合,6,9,南兴花园电梯区,天河客运站,4,1,1,3,1000
1157,1500,合,11,6,可逸名庭,江南西,4,1,1,2,800
1158,1410,合,13,6,天鹅花苑,天河客运站,4,1,1,3,750
1159,1260,合,7,10,云裳丽影,同和,4,1,1,3,450
1160,1190,合,14,1,东方明珠花苑,白云文化广场,5,2,2,2,550
1161,1340,合,10,3,天河广场,车陂,4,1,1,4,800
1162,940,合,5,3,天河广场,车陂,4,1,1,4,800
1163,2600,合,20,18,星汇雅苑,潭村,4,1,1,5,500
1164,1320,合,9,4,南兴花园楼梯区,天河客运站,4,1,1,3,950
1165,1610,合,12,7,豪景花园,天平架,3,1,1,6,750
1166,1590,合,9,8,员村公安宿舍,科韵路,3,1,1,5,550
1167,1440,合,11,3,广东农工商职业技术学院(粤垦路),燕塘,4,1,1,3,550
1168,1420,合,8,4,益鹏翠苑,南洲,3,1,1,2,550
1169,2140,合,18,19,润粤大厦,动物园,4,1,1,5,400
1170,2670,合,11,3,漾晴居,珠江新城,4,1,1,3,500
1171,1710,合,8,6,华苑大厦,体育西路,4,1,1,1,600
1172,1320,合,9,19,金碧花园第二金碧,石溪,4,1,1,-1,300
1173,1980,合,17,12,骏景花园1,车陂南,6,1,1,4,900
1174,1100,合,7,2,美景花苑,车陂,4,1,1,4,250
1175,1430,合,16,2,南园大街小区,江南西,3,1,1,-1,-1
1176,1890,合,15,7,绿茵翠庭,客村,3,1,1,3,1100
1177,1710,合,13,4,骏景花园1,车陂南,5,1,1,4,900
1178,1880,合,10,22,贤人阁,岗顶,3,1,1,3,400
1179,2020,合,9,4,星汇雅苑,潭村,3,1,1,5,500
1180,1820,合,14,1,梅花园站拆迁安置房,梅花园,3,1,1,3,50
1181,1380,合,8,3,美好居,车陂,4,1,1,4,200
1182,1350,合,16,3,云涛花园,同和,4,1,1,3,150
1183,1950,合,12,25,天锦大厦,杨箕,3,1,1,1,250
1184,1610,合,12,6,广船沙园五一新村,沙园,3,1,1,-1,-1
1185,1240,合,6,4,云裳丽影,同和,4,1,1,3,450
1186,1130,合,12,6,卡布奇诺,同和,3,1,1,3,1150
1187,1630,合,9,22,置地广场,市二宫,3,1,1,2,250
1188,1520,合,8,13,华建小区,天河公园,5,1,1,21,550
1189,1450,合,8,8,天河广场,车陂,3,1,1,4,800
1190,2180,合,23,6,光大花园榕岸,沙园,5,1,1,8,550
1191,1780,合,12,7,骏景花园1,车陂南,3,1,1,4,900
1192,2060,合,22,7,美林海岸花园海天苑,员村,4,1,1,5,850
1193,1260,合,8,15,锦丽居一期,东晓南,4,1,1,2,300
1194,1730,合,15,7,鸿富大厦,江南西,4,1,1,2,350
1195,1500,合,13,5,金碧花园第二金碧,石溪,4,1,1,-1,300
1196,1130,合,8,4,雅怡阁,车陂,4,1,1,4,900
1197,1080,合,10,12,东骏苑,番禺广场,4,1,1,-1,-1
1198,1460,合,10,9,时代花园,飞翔公园,4,1,1,2,1200
1199,1740,合,19,4,芙蓉楼,大石,4,1,1,3,400
1200,1350,合,8,10,锦丽居一期,东晓南,4,1,1,2,300
1201,1980,合,16,2,电子七所社区（楼梯）,客村,4,1,1,3,300
1202,1260,合,6,20,金碧花园第三金碧,石溪,4,1,1,-1,300
1203,1780,合,15,2,江南大道中东街15号,江南西,5,1,2,2,450
1204,1400,合,7,32,嘉仕花园尚海轩,中大,4,1,1,8,950
1205,1800,合,7,14,嘉尚国际公寓,广州东站,4,1,1,1,700
1206,3080,合,17,9,嘉宝华庭,石牌桥,4,1,1,3,350
1207,1990,合,8,8,琶洲新村,万胜围,4,1,1,8,300
1208,1890,合,16,7,春江花园,棠东,3,1,1,4,650
1209,1810,合,16,6,盈彩美居,三溪,3,1,1,5,1150
1210,1590,合,16,3,东圃广场,黄村（广州）,3,1,1,4,1000
1211,2060,合,18,15,骏景花园1,车陂南,4,1,1,4,900
1212,1930,合,18,13,云景名都,京溪南方医院,3,1,1,3,350
1213,1660,合,12,3,恒骏花园,京溪南方医院,4,1,1,3,300
1214,1640,合,11,11,嘉鸿花园金玫瑰园,石溪,4,1,1,-1,650
1215,1610,合,10,2,柏蕙花园,鹭江,4,1,1,8,350
1216,1560,合,20,2,倚绿山庄,同和,3,1,1,3,550
1217,2350,合,15,2,育蕾小区,体育西路,4,1,1,-1,-1
1218,1300,合,9,2,天河广场,车陂,3,1,1,4,800
1219,1590,合,7,10,金豪嘉苑,鹭江,4,1,1,8,650
1220,1470,合,12,14,梅滨大厦,梅花园,4,1,1,3,700
1221,2220,合,30,24,汇和大厦,江夏,5,1,1,2,250
1222,1650,合,10,12,美好居,车陂,3,1,1,4,200
1223,1490,合,17,16,羊城花园趣苑,东圃,4,1,1,5,1450
1224,2030,合,20,11,怡安花园(怡安路),市二宫,4,1,1,2,500
1225,2220,合,12,6,泓景花园,赤岗,4,1,1,8,700
1226,2600,合,17,6,跑马地花园,潭村,3,1,1,5,800
1227,1750,合,9,11,珠江西苑,广州东站,4,1,1,1,550
1228,1860,合,13,1,大家庭花园,琶洲,3,1,1,8,350
1229,1820,合,15,4,骏景花园1,车陂南,5,1,1,4,900
1230,1470,合,7,13,叠彩园彩云轩,鹭江,4,1,1,8,1050
1231,1440,合,8,4,南燕苑,江泰路,3,1,1,2,550
1232,1950,合,11,24,华乐大厦,淘金,4,1,1,5,200
1233,1510,合,10,3,倚绿山庄,同和,4,1,1,3,550
1234,1530,合,10,3,华景新城怡翠居,华景路,4,1,1,11,150
1235,1280,合,8,4,五星阁,燕塘,4,1,1,3,650
1236,3790,合,22,9,星汇园C区,珠江新城,4,1,1,3,400
1237,2050,合,6,10,隽峰苑,猎德,5,1,1,5,150
1238,1700,合,15,4,鸿通花苑,梅花园,4,1,1,3,800
1239,1420,合,23,2,东怡新区东雅园,番禺广场,4,1,1,3,700
1240,1410,合,19,3,北城白云花园,市桥,6,1,2,3,700
1241,1950,合,8,16,枫丹雅筑,岗顶,4,1,1,3,550
1242,2030,合,16,9,美林海岸花园,科韵路,3,1,1,5,650
1243,2130,合,13,18,星汇雅苑,潭村,4,1,1,5,500
1244,1750,合,8,16,海逸花园,市二宫,4,2,1,2,450
1245,1790,合,10,6,珠江西苑,广州东站,4,1,1,1,550
1246,2090,合,16,2,华港花园华港西街,天河公园,4,1,1,21,1100
1247,1690,合,8,3,江南美景花园,中大,3,1,1,8,50
1248,1550,合,8,3,鸿燕居,燕塘,3,1,1,3,200
1249,1170,合,7,9,珠江俊园,华景路,5,1,1,11,850
1250,1200,合,10,2,云涛花园,同和,4,1,1,3,150
1251,1960,合,10,16,丰兴广场,石牌桥,5,1,2,3,200
1252,1950,合,12,20,翠湖山庄,天河公园,4,1,1,21,1000
1253,2400,合,18,33,泰康城广场,海珠广场,3,1,1,2,250
1254,1790,合,17,6,云景花园云桦苑,京溪南方医院,4,1,1,3,550
1255,2020,合,13,12,春晖闲庭,永泰,5,1,1,3,300
1256,1490,合,9,2,农垦总局,广州东站,3,1,1,1,1250
1257,1620,合,13,8,侨诚花园秋月苑,东晓南,3,1,1,2,400
1258,1560,合,14,14,景晖苑小区,天河客运站,5,1,1,3,900
1259,1700,合,14,12,晓安苑,江泰路,4,1,1,2,500
1260,1610,合,10,3,淘金街小区,淘金,4,1,1,5,350
1261,1560,合,8,9,海逸花园,市二宫,4,1,1,2,450
1262,1390,合,9,9,海逸花园,市二宫,4,1,1,2,450
1263,1710,合,11,5,愉景南苑,鹭江,4,1,1,8,350
1264,2060,合,16,2,春江花园,棠东,4,1,1,4,650
1265,1530,合,8,15,江源半岛花园,车陂南,4,1,1,4,50
1266,1490,合,8,7,美林海岸花园,科韵路,5,1,1,5,650
1267,1650,合,11,8,珠江广场乐陶楼,鹭江,4,1,1,8,900
1268,1870,合,20,3,万华花园-六星台,东晓南,4,1,1,2,600
1269,1580,合,8,17,金碧花园第三金碧,石溪,3,1,1,-1,300
1270,1980,合,11,30,翠湖山庄,天河公园,3,1,1,21,1000
1271,1760,合,11,9,隆基怡苑倚翠轩,梅花园,3,1,1,3,900
1272,2170,合,18,27,富景花园,中大,4,1,1,8,350
1273,2330,合,12,14,丰兴广场,石牌桥,5,1,1,3,200
1274,1940,合,21,18,南景园清雅轩,江泰路,4,1,1,2,550
1275,1470,合,8,10,云景花园云枫苑,京溪南方医院,4,1,1,3,550
1276,1760,合,10,10,华景新城信华花园,华景路,4,1,1,11,950
1277,1290,合,7,6,中山二院小区,东晓南,4,1,1,2,450
1278,2300,合,24,6,美林海岸花园碧水轩,科韵路,4,1,1,5,800
1279,1520,合,8,5,富力天朗明居S区,车陂,4,1,1,4,350
1280,1570,合,10,12,时代玫瑰园二期,黄边,4,1,1,2,400
1281,1480,合,13,10,金碧花园第二金碧,石溪,4,1,1,-1,300
1282,2100,合,23,14,合生颐景华苑,东晓南,4,1,1,2,200
1283,1510,合,13,17,羊城花园趣苑,东圃,5,1,1,5,1450
1284,2430,合,21,4,天一新村A区,燕塘,4,1,1,3,1100
1285,1640,合,12,4,骏景花园1,车陂南,5,1,1,4,900
1286,1880,合,12,10,和平家园,鹭江,3,1,1,8,1150
1287,1990,合,17,13,兴禺大厦,广州东站,3,1,1,1,650
1288,2340,合,18,6,云景名都,京溪南方医院,4,1,1,3,350
1289,2080,合,14,27,富景花园,中大,4,1,1,8,350
1290,1990,合,14,8,珠江帝景苑倚泓轩,广州塔,5,1,1,3,850
1291,1830,合,9,16,枫丹雅筑,岗顶,4,1,1,3,550
1292,1440,合,9,4,南兴花园楼梯区,天河客运站,4,1,1,3,950
1293,1390,合,10,16,华建小区,天河公园,6,1,2,21,550
1294,1310,合,7,4,东圃法院宿舍小区,东圃,4,1,1,5,700
1295,1500,合,11,4,迎海花园,黄村（广州）,4,1,1,4,900
1296,1480,合,9,2,华乐苑(楼梯),鹭江,4,1,1,8,600
1297,1500,合,12,17,羊城花园趣苑,东圃,5,1,1,5,1450
1298,1440,合,7,1,宝和巷102号,江南西,4,1,1,2,200
1299,1850,合,14,5,华江花园,天河公园,3,1,1,21,800
1300,1510,合,10,6,金碧花园第三金碧,石溪,4,1,1,-1,300
1301,1420,合,10,5,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1302,3420,合,17,14,保利心语花园,猎德,4,1,1,5,350
1303,2390,合,21,4,远洋天骄,天河客运站,4,1,1,3,950
1304,1830,合,17,2,乐意居花苑,天河客运站,3,1,1,3,1250
1305,1800,合,12,22,天鸿阁,燕塘,3,1,1,3,250
1306,1370,合,18,2,开阳阁,番禺广场,4,1,1,3,1000
1307,1830,合,15,12,万华花园-五福阁,东晓南,4,1,1,2,550
1308,1410,合,10,12,盈彩美居,三溪,4,1,1,5,1150
1309,1610,合,11,6,擎山苑,京溪南方医院,3,1,1,3,800
1310,1720,合,17,1,保利花园静雅街,燕岗,4,1,1,11,400
1311,1730,合,8,7,愉景雅苑,鹭江,4,1,1,8,500
1312,1720,合,15,2,保利林海山庄,植物园,4,1,1,6,650
1313,2040,合,12,30,翠湖山庄,天河公园,3,1,1,21,1000
1314,1460,合,8,7,南国嘉园苹果城,车陂,3,1,1,4,650
1315,2290,合,10,22,保利中辰广场,岗顶,3,1,1,-1,-1
1316,1640,合,15,3,中海康城花园,黄村（广州）,3,1,1,4,450
1317,2250,合,15,2,龙口小区,岗顶,4,1,1,3,200
1318,1790,合,9,5,穗园小区,华师,4,1,1,3,850
1319,1750,合,16,11,中海康城花园,黄村（广州）,3,1,1,4,450
1320,1280,合,8,3,富和花园,同和,3,1,1,3,350
1321,1270,合,8,3,富和花园,同和,3,1,1,3,350
1322,1370,合,10,5,白云畔山花园,京溪南方医院,4,1,1,3,900
1323,1250,合,9,3,侨诚花园秋月苑,东晓南,4,1,1,2,400
1324,1420,合,12,4,白云骏景,白云文化广场,4,1,1,2,750
1325,1550,合,32,2,民航小区南云西街,飞翔公园,4,1,1,2,950
1326,1530,合,10,9,擎山苑,京溪南方医院,3,1,1,3,800
1327,1920,合,15,3,天雅阁,华师,3,1,1,-1,-1
1328,1300,合,11,14,鸿成花园,市桥,3,1,1,3,550
1329,1430,合,14,14,鸿成花园,市桥,3,1,1,3,550
1330,1870,合,15,17,穗花新村,江南西,3,1,1,2,300
1331,2110,合,13,3,世港国际公寓,磨碟沙,4,1,1,8,600
1332,1170,合,6,6,逸景翠园,鹭江,5,1,1,8,1350
1333,1810,合,10,11,顺景雅苑,中大,4,1,1,8,400
1334,2010,合,17,8,员村公安宿舍,科韵路,3,1,1,5,550
1335,2210,合,12,16,美林海岸花园,科韵路,3,1,1,5,650
1336,1440,合,7,11,紫丹阁,江南西,4,1,1,2,100
1337,1720,合,12,12,金燕花苑,燕塘,4,1,1,3,300
1338,1270,合,6,12,金燕花苑,燕塘,4,1,1,3,300
1339,2040,合,10,21,珠江帝景苑克莱国际公寓灏景轩,广州塔,5,1,1,3,500
1340,1880,合,10,14,富基广场,市二宫,3,1,1,2,350
