编号,价格,是否合租,面积,楼层,小区,区域,户型(室),户型(厅),户型(卫),地铁(号线),到地铁的距离
1341,1640,合,6,7,珠江帝景苑克莱国际公寓灏景轩,广州塔,6,1,1,3,500
1342,1910,合,14,7,金燕花苑,燕塘,4,1,1,3,300
1343,1910,合,9,13,芳草园,华师,4,1,1,3,800
1344,2350,合,12,7,广信晖景大厦,五羊邨,3,1,1,5,400
1345,1350,合,9,2,南兴花园电梯区,天河客运站,4,1,1,3,1000
1346,2520,合,20,7,畔江花园,磨碟沙,4,1,1,-1,-1
1347,1980,合,12,8,育兰小区,体育西路,4,1,2,1,300
1348,1960,合,17,30,君华香柏广场,京溪南方医院,4,1,1,3,200
1349,1710,合,11,19,时代新世界中心,天平架,4,1,1,6,700
1350,2430,合,22,3,侨乐新村嘉德利湾,天平架,4,1,1,6,400
1351,1980,合,18,10,翠湖山庄,天河公园,3,1,1,21,1000
1352,1090,合,5,2,华景新城信华花园,华景路,4,1,1,11,950
1353,1650,合,9,6,逸景翠园,鹭江,4,1,1,8,1350
1354,1520,合,12,13,宝泉大厦,宝岗大道,4,1,1,8,400
1355,1790,合,14,2,永福楼,沙河顶,4,1,1,6,600
1356,2180,合,11,7,华逸锦轩,杨箕,3,1,1,1,350
1357,2470,合,16,20,华友大厦,杨箕,5,1,1,5,950
1358,2010,合,21,27,怡新花园怡盛阁,梅花园,5,1,1,3,150
1359,1230,合,12,8,建兴大厦,市桥,4,1,1,-1,-1
1360,1010,合,6,27,侨基花园,市桥,4,1,1,3,650
1361,1130,合,9,3,如意花园,洛溪,4,1,2,2,400
1362,1550,合,11,24,汇和大厦,江夏,5,1,1,2,250
1363,1480,合,17,3,春晖闲庭,永泰,4,1,1,3,300
1364,1870,合,22,3,春晖闲庭,永泰,4,1,1,3,300
1365,1960,合,17,2,万华花园-三贤楼,东晓南,4,1,1,2,700
1366,1990,合,13,16,海逸花园,市二宫,4,2,1,2,450
1367,1370,合,11,8,盈彩美居华彩轩,三溪,4,1,1,5,1050
1368,1760,合,13,5,富力天禧花园,车陂,4,1,1,4,450
1369,2230,合,20,15,银华大厦,晓港,4,1,1,8,350
1370,1730,合,16,13,天雅居C区,黄村（广州）,4,1,1,4,1100
1371,1330,合,7,1,保利花园静雅街,燕岗,4,1,1,11,400
1372,1840,合,13,14,江南美景花园,中大,3,1,1,8,50
1373,1520,合,23,4,云东小区,同和,4,1,1,3,150
1374,1690,合,6,17,影城花园,客村,3,1,1,3,200
1375,1570,合,6,10,纵横国际公寓,赤岗,4,1,1,8,400
1376,1790,合,17,18,兴禺大厦,广州东站,4,1,1,1,650
1377,1930,合,9,7,珠江帝景苑赏湖轩,广州塔,4,1,1,3,550
1378,1890,合,18,9,石牌南门苑,华师,3,1,1,3,650
1379,1530,合,10,9,新业海珠干警小区,石溪,3,1,1,-1,250
1380,1750,合,29,1,橡树园,燕塘,3,1,1,3,900
1381,1490,合,10,3,车陂检察院宿舍,车陂,4,1,1,4,500
1382,2210,合,15,11,天盛大厦,天河南,3,1,1,-1,350
1383,2040,合,21,8,顺景雅苑,中大,3,1,1,8,400
1384,1830,合,13,5,叠彩园金桦轩,鹭江,3,1,1,8,1050
1385,1750,合,8,5,朗晴居二期,市二宫,4,1,1,-1,-1
1386,1510,合,8,4,恒骏花园,京溪南方医院,4,1,1,3,300
1387,1740,合,19,11,盈彩美居,三溪,4,1,1,5,1150
1388,1290,合,11,5,黄埔雅苑,大沙东,4,1,1,5,550
1389,1520,合,17,9,番禺海关宿舍,番禺广场,4,1,1,3,700
1390,1550,合,9,6,富信广场,广州东站,3,1,1,1,900
1391,1680,合,10,3,南园居,琶洲,3,1,1,8,450
1392,1860,合,13,4,粤信广场（电梯）,赤岗,3,1,1,8,400
1393,1460,合,8,2,怡乐路53号大院,中大,3,1,1,8,600
1394,2060,合,11,11,光大花园榕景四季,沙园,3,1,1,8,500
1395,1710,合,10,4,南园居,琶洲,4,1,1,8,450
1396,1470,合,10,8,豪景花园,天平架,3,1,1,6,750
1397,1880,合,18,3,凤凰新村,五山,4,1,1,-1,-1
1398,1580,合,10,8,云山翠苑,天平架,6,1,2,6,500
1399,1820,合,14,11,逸景翠园,鹭江,4,1,1,8,1350
1400,1570,合,10,7,时代新世界中心,天平架,4,1,1,6,700
1401,2000,合,12,2,丽景花苑,磨碟沙,3,1,1,8,250
1402,1640,合,12,15,兴禺大厦,广州东站,3,1,1,1,650
1403,1550,合,12,2,南兴花园电梯区,天河客运站,4,1,1,3,1000
1404,1570,合,15,3,倚绿山庄,同和,4,1,1,3,550
1405,1330,合,8,6,珠光御景骏庭,东圃,4,1,1,5,350
1406,1420,合,8,11,星汇晴轩,飞翔公园,4,1,1,2,750
1407,1200,合,11,3,东晟明珠花园明珠苑,番禺广场,6,1,2,-1,-1
1408,1720,合,11,10,绿茵翠庭,客村,4,1,1,3,1100
1409,1750,合,10,13,翠城花园,宝岗大道,4,1,1,8,350
1410,1860,合,15,2,海富花园B区,江泰路,3,1,1,2,250
1411,1260,合,9,7,东尚明苑,黄村（广州）,3,1,1,4,850
1412,1550,合,11,5,尚领时代,石溪,3,1,1,-1,550
1413,1570,合,14,10,保利花园丝雨街,燕岗,4,1,1,11,500
1414,1710,合,11,27,宏宇广场,凤凰新村,3,1,1,8,950
1415,1510,合,9,13,富信广场,广州东站,3,1,1,1,900
1416,1440,合,8,3,翠怡小区,江泰路,4,1,1,2,50
1417,2020,合,17,5,昌岗东电信大厦,晓港,4,1,1,8,100
1418,1800,合,8,14,丽景湾,鹭江,4,1,1,8,950
1419,2520,合,23,17,置地广场,市二宫,3,1,1,2,250
1420,1510,合,9,21,保利花园沁泉街,燕岗,4,1,1,11,400
1421,1740,合,6,23,东方之珠花园,华师,3,1,1,3,150
1422,1780,合,11,7,紫荆小区,广州东站,4,1,1,1,650
1423,1760,合,11,12,美林海岸花园临江湾,科韵路,3,1,1,5,850
1424,1210,合,7,19,雅怡阁,车陂,4,1,1,4,900
1425,1870,合,8,11,淘金大厦,淘金,4,1,1,5,750
1426,1550,合,13,3,保利林海山庄,植物园,4,1,1,6,650
1427,1660,合,13,10,华景新城信华花园,华景路,4,1,1,11,950
1428,1630,合,8,8,福金莲花园,天河公园,3,1,1,21,850
1429,2030,合,22,8,天河御品,京溪南方医院,4,1,1,3,550
1430,2210,合,26,4,鸿通花苑,梅花园,4,1,1,3,800
1431,1490,合,14,6,麓景东大院,小北,4,1,1,5,600
1432,1570,合,10,8,水荫公安局宿舍,沙河顶,3,1,1,-1,-1
1433,1150,合,14,4,北丽园,市桥,4,1,1,3,750
1434,1240,合,9,5,棠德花园B区,棠东,4,1,1,21,650
1435,1300,合,8,6,保利花园镜湖西街,燕岗,4,1,1,11,400
1436,1430,合,10,8,江南大道中214号,江南西,3,1,1,2,300
1437,2300,合,24,27,海印南苑三期,晓港,5,1,2,8,1050
1438,1770,合,15,7,宏宇广场,凤凰新村,3,1,1,8,950
1439,1930,合,12,4,雅郡花园,万胜围,5,1,1,8,500
1440,2200,合,23,6,怡新花园怡豪阁,梅花园,5,1,1,3,300
1441,2010,合,11,15,影城花园,客村,3,1,1,3,200
1442,2060,合,16,11,翠湖山庄,天河公园,4,1,1,21,1000
1443,1510,合,10,5,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1444,1970,合,19,13,华颖轩,潭村,4,1,1,5,900
1445,1640,合,7,2,丽景花苑,磨碟沙,3,1,1,8,250
1446,2070,合,14,7,共和东路17号楼,杨箕,3,1,1,1,100
1447,2190,合,11,12,东悦居,五羊邨,3,1,1,5,150
1448,1670,合,13,6,可逸名庭,江南西,4,1,1,2,800
1449,1670,合,13,6,珠光御景骏庭,东圃,4,1,1,5,350
1450,1730,合,10,3,天雅阁,华师,3,1,1,-1,-1
1451,1720,合,8,6,东环路4号大院,动物园,4,1,1,5,200
1452,960,合,8,4,石化生活区,文冲,4,1,1,5,350
1453,930,合,7,12,如意中心,洛溪,4,1,1,2,600
1454,1350,合,15,3,北城白云花园,市桥,6,1,2,3,700
1455,2290,合,7,24,星汇园A区,珠江新城,4,1,1,3,400
1456,2670,合,20,7,新港商厦,磨碟沙,4,1,1,8,300
1457,1720,合,21,12,美景花苑,车陂,3,1,1,4,250
1458,1210,合,7,18,保利红棉花园,燕岗,4,1,1,11,450
1459,1360,合,6,4,云景花园云景苑,京溪南方医院,4,1,1,3,250
1460,1640,合,17,18,天河广场,车陂,4,1,1,4,800
1461,2170,合,16,2,骏景花园1,车陂南,4,1,1,4,900
1462,2550,合,31,4,骏景花园1,车陂南,5,1,1,4,900
1463,1220,合,5,4,先烈东横路36号大院,沙河顶,4,1,1,6,500
1464,1740,合,7,32,芭堤水岸,鹭江,4,1,1,8,950
1465,2080,合,19,7,骏景花园1,车陂南,3,1,1,4,900
1466,1190,合,6,12,华景新城芳满庭园,华景路,4,1,1,11,900
1467,1580,合,9,11,云裳丽影,同和,4,1,1,3,450
1468,1670,合,11,22,华景新城信华花园,华景路,4,1,1,11,950
1469,1400,合,9,7,侨源山庄雅侨楼,燕塘,3,1,1,3,550
1470,1790,合,13,2,永福楼,沙河顶,4,1,1,6,600
1471,1220,合,14,6,丰乐小区,大沙东,3,1,1,5,450
1472,2130,合,10,24,天誉花园,林和西,3,1,1,-1,-1
1473,1640,合,8,12,赛拉维,天河公园,3,1,1,21,500
1474,1500,合,7,3,江南苑,沙园,4,1,1,-1,-1
1475,1020,合,5,4,星晖园,南洲,5,1,1,-1,-1
1476,1660,合,10,3,云裳丽影,同和,4,1,1,3,450
1477,1550,合,9,18,富力现代广场,凤凰新村,4,1,1,8,300
1478,1290,合,8,25,华港花园豪情湾,华景路,4,1,1,11,300
1479,1530,合,11,18,兴禺大厦,广州东站,4,1,1,1,650
1480,2220,合,11,20,帝景大厦,淘金,4,1,2,5,150
1481,1550,合,8,8,海逸花园,市二宫,3,1,1,2,450
1482,3110,合,18,6,保利心语花园,猎德,4,1,1,5,350
1483,1700,合,11,3,怡新花园怡盛阁,梅花园,5,1,1,3,150
1484,1540,合,11,7,枫华苑,华景路,4,1,1,21,1750
1485,1460,合,14,4,翠怡小区,江泰路,4,1,1,2,50
1486,2100,合,15,2,远洋小区,林和西,4,1,1,3,600
1487,1920,合,16,8,华江花园,天河公园,5,1,2,21,800
1488,1750,合,9,32,光大花园榕岸,沙园,4,1,1,8,550
1489,1510,合,9,17,南景园君兰轩,江泰路,3,1,1,2,550
1490,1500,合,8,2,米兰苑,广州塔,3,1,1,3,700
1491,1720,合,9,20,富信广场,广州东站,3,1,1,1,900
1492,1690,合,11,27,翠湖山庄,天河公园,4,1,1,21,1000
1493,2530,合,16,24,远洋明珠大厦,珠江新城,3,1,1,3,450
1494,1460,合,7,3,时代花生二期,天平架,3,1,1,6,700
1495,1540,合,8,4,电子七所社区（楼梯）,客村,4,1,1,3,300
1496,1640,合,8,7,畔江花园,磨碟沙,4,1,1,-1,-1
1497,1600,合,7,20,赛拉维,天河公园,4,1,1,21,500
1498,2270,合,22,18,岭南新世界,嘉禾望岗,4,1,1,2,750
1499,2040,合,19,1,保利林海山庄,植物园,3,1,1,6,650
1500,1850,合,11,11,光大花园华榕苑,沙园,4,1,1,8,500
1501,1700,合,17,8,兰亭盛荟,东圃,4,1,1,5,650
1502,1830,合,15,14,春江花园,棠东,4,1,1,4,650
1503,1820,合,9,10,东方之珠花园,华师,4,1,1,3,150
1504,1430,合,8,3,海逸花园,市二宫,3,1,1,2,450
1505,1720,合,12,21,合生颐景华苑,东晓南,4,1,1,2,200
1506,1100,合,6,11,天河广场,车陂,4,1,1,4,800
1507,1730,合,12,12,美好居,车陂,3,1,1,4,200
1508,1480,合,7,7,洪德居,同福西,3,1,1,8,250
1509,1550,合,13,2,新港西路28号小区,中大,3,1,1,8,300
1510,2050,合,15,1,广工教师新村,华师,4,1,1,3,1300
1511,2130,合,15,4,云景花园云景苑,京溪南方医院,4,1,1,3,250
1512,1530,合,8,4,骏景花园1,车陂南,4,1,1,4,900
1513,2020,合,19,3,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1514,2010,合,9,4,畔江花园,磨碟沙,4,1,1,-1,-1
1515,1810,合,19,1,华景公安宿舍,华景路,3,1,1,11,150
1516,1980,合,20,9,罗马家园,沥滘,4,1,1,3,600
1517,1160,合,9,3,如意花园,洛溪,3,1,1,2,400
1518,1970,合,27,1,白云尚城,江夏,4,1,1,2,200
1519,1540,合,7,12,佳滨苑,晓港,3,1,1,8,1100
1520,2180,合,14,10,珠江帝景苑赏湖轩,广州塔,5,1,1,3,550
1521,1830,合,19,7,金碧花园第一金碧,石溪,4,1,1,-1,400
1522,1560,合,12,17,宏宇广场,凤凰新村,4,1,2,8,950
1523,1310,合,10,2,春江花园,棠东,4,1,1,4,650
1524,1740,合,15,16,江南花园,沙园,4,1,1,8,700
1525,2020,合,18,3,水产大院,市二宫,4,1,1,-1,-1
1526,1510,合,11,24,天河广场,车陂,4,1,1,4,800
1527,2190,合,19,24,天河广场,车陂,4,1,1,4,800
1528,1920,合,17,1,广海花园,科韵路,5,1,2,5,950
1529,2270,合,11,11,水蓝郡花园,万胜围,8,1,3,8,250
1530,1780,合,13,3,中海康城花园,黄村（广州）,3,1,1,4,450
1531,1550,合,11,4,江南翠菊园,江南西,4,1,1,2,250
1532,1650,合,17,2,龙怡苑,黄村（广州）,4,1,1,4,1300
1533,1300,合,7,3,美好居,车陂,4,1,1,4,200
1534,1490,合,12,16,合一国际,同和,5,1,2,3,650
1535,1180,合,5,17,骏景花园1,车陂南,4,1,1,4,900
1536,2650,合,20,3,江南美景花园,中大,3,1,1,8,50
1537,1810,合,14,3,新燕花园B区,燕塘,4,1,1,3,400
1538,1480,合,6,17,天成大厦,岗顶,4,1,1,3,300
1539,1470,合,9,3,美林湖畔花园,三溪,4,1,1,5,550
1540,2230,合,22,3,美林湖畔花园,三溪,4,1,1,5,550
1541,2360,合,21,11,华友大厦,杨箕,3,1,1,5,950
1542,1830,合,16,5,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1543,2600,合,19,3,中山一路小区,杨箕,3,1,1,1,550
1544,1650,合,10,9,美林海岸花园临江湾,科韵路,6,1,2,5,850
1545,1330,合,10,11,康盈阁,飞翔公园,5,1,1,2,700
1546,1570,合,8,21,跑马地花园,潭村,4,1,1,5,800
1547,1530,合,12,10,天河广场,车陂,4,1,1,4,800
1548,2120,合,12,10,丽园雅庭,客村,4,1,1,3,500
1549,1390,合,12,11,春江花园,棠东,4,1,1,4,650
1550,2170,合,24,18,华景新城翠安侬苑,华景路,5,1,1,11,750
1551,1800,合,18,4,江南大道中142号,江南西,3,1,1,2,150
1552,1460,合,11,8,盈彩美居,三溪,3,1,1,5,1150
1553,1550,合,12,15,旭景家园A区,黄村（广州）,3,1,1,4,800
1554,2330,合,17,20,云裳丽影,同和,4,1,1,3,450
1555,2050,合,18,16,逸景翠园,鹭江,3,1,1,8,1350
1556,1770,合,7,20,淘金华庭,淘金,3,1,1,5,750
1557,1600,合,15,7,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1558,1830,合,19,6,景晖苑小区,天河客运站,4,1,1,3,900
1559,1160,合,6,3,富庭华园,大石,4,1,1,3,1050
1560,1620,合,9,10,绿茵翠庭,客村,4,1,1,3,1100
1561,2340,合,21,27,云裳丽影,同和,4,1,1,3,450
1562,1410,合,12,3,华港花园华港北街,天河公园,4,1,1,3,1450
1563,1530,合,8,3,大家庭花园,琶洲,4,1,1,8,350
1564,1740,合,12,18,晓港湾晓城大厦,东晓南,3,1,1,2,150
1565,1900,合,10,7,佳信花园会展星城,赤岗,4,1,1,8,550
1566,2230,合,14,14,嘉尚国际公寓,广州东站,4,1,1,1,700
1567,1260,合,6,14,嘉鸿花园金玫瑰园,石溪,4,1,1,-1,650
1568,1230,合,12,4,白云制药厂前山宿舍,同和,3,1,1,3,450
1569,1790,合,23,5,骏景花园1,车陂南,5,1,1,4,900
1570,1650,合,10,4,电子七所社区（楼梯）,客村,4,1,1,3,300
1571,2470,合,17,6,淘金花园,淘金,4,1,1,5,800
1572,1530,合,12,15,锦丽居一期,东晓南,4,1,1,2,300
1573,1840,合,10,4,广东省政府大院,体育西路,3,1,1,1,850
1574,1760,合,11,11,美林海岸花园云河轩,科韵路,5,1,2,5,650
1575,2940,合,26,8,新庆花园,猎德,6,1,2,5,950
1576,1480,合,13,6,财政局宿舍,科韵路,4,1,1,5,450
1577,2620,合,21,3,富力现代广场,凤凰新村,4,1,1,8,300
1578,1490,合,9,10,逸景翠园,鹭江,4,1,1,8,1350
1579,1370,合,8,6,嘉鸿花园,石溪,3,1,1,-1,500
1580,1430,合,7,10,美好居,车陂,3,1,1,4,200
1581,1720,合,13,15,旭景家园A区,黄村（广州）,3,1,1,4,800
1582,1640,合,9,11,恒骏花园,京溪南方医院,5,1,2,3,300
1583,1300,合,13,2,云涛花园,同和,4,1,1,3,150
1584,1500,合,8,2,旭景家园B区,黄村（广州）,3,1,1,4,900
1585,1680,合,8,5,天寿路宿舍区,广州东站,4,1,1,1,1000
1586,1400,合,7,11,南景园清雅轩,江泰路,3,1,1,2,550
1587,1770,合,12,12,朝晖苑,林和西,3,1,1,3,800
1588,1670,合,14,21,保利花园沁泉街,燕岗,4,1,1,11,400
1589,2200,合,10,17,金迪大厦,杨箕,3,1,1,1,400
1590,1500,合,8,4,天鹅湾,沙园,3,1,1,8,650
1591,1590,合,12,5,淘金路小区,淘金,4,1,1,5,500
1592,1560,合,11,8,云景花园云枫苑,京溪南方医院,4,1,1,3,550
1593,1110,合,8,5,吉祥北园A区,洛溪,4,1,1,2,100
1594,1480,合,16,5,儒苑小区,江夏,4,1,1,2,400
1595,1460,合,9,2,棠德花园E区,棠东,3,1,1,21,550
1596,1460,合,18,17,金碧领秀国际,裕丰围,4,1,1,13,700
1597,1790,合,15,6,锦丽居二期,东晓南,4,1,1,2,350
1598,1640,合,8,2,美林海岸花园,科韵路,3,1,1,5,650
1599,1550,合,9,20,瀚林水岸,中大,4,1,1,8,750
1600,1670,合,17,5,城市假日园,车陂,4,1,1,4,850
1601,1820,合,13,18,华建大厦,天河公园,6,1,2,21,800
1602,1630,合,5,8,珠江帝景苑克莱国际公寓灏景轩,广州塔,5,1,1,3,500
1603,1920,合,16,4,芳草轩,南洲,3,1,1,2,650
1604,1880,合,18,15,旭景家园A区,黄村（广州）,3,1,1,4,800
1605,1590,合,11,6,天鹅花苑,天河客运站,3,1,1,3,750
1606,2010,合,15,4,金燕花苑,燕塘,3,1,1,3,300
1607,1440,合,14,16,怡雅苑,凤凰新村,3,1,1,8,550
1608,1450,合,11,7,东圃法院宿舍小区,东圃,4,1,1,5,700
1609,1760,合,15,2,中海康城花园,黄村（广州）,4,1,1,4,450
1610,1570,合,11,17,盈彩美居云彩轩,三溪,4,1,1,5,1000
1611,1190,合,7,5,美景花苑,车陂,4,1,1,4,250
1612,1640,合,9,9,金田花苑,岗顶,4,1,1,3,950
1613,1990,合,19,8,时代新世界中心,天平架,5,1,1,6,700
1614,2060,合,20,3,云龙苑,天平架,4,1,1,6,800
1615,2120,合,12,5,麓湖御景,淘金,4,1,1,5,600
1616,1600,合,7,4,天寿路宿舍区,广州东站,4,1,1,1,1000
1617,1870,合,11,4,天寿路宿舍区,广州东站,4,1,1,1,1000
1618,1980,合,10,6,天锦大厦,杨箕,3,1,1,1,250
1619,1890,合,12,5,朗晴居二期,市二宫,4,1,1,-1,-1
1620,1860,合,23,3,城市假日园,车陂,4,1,1,4,850
1621,3040,合,21,24,天誉花园,林和西,3,1,1,-1,-1
1622,1840,合,23,5,美景花苑,车陂,4,1,1,4,250
1623,1410,合,8,11,春江花园,棠东,4,1,1,4,650
1624,1660,合,10,1,大家庭花园,琶洲,3,1,1,8,350
1625,1340,合,8,13,宏宇广场,凤凰新村,3,1,1,8,950
1626,1300,合,7,4,东和花苑,员村,4,1,1,-1,-1
1627,1860,合,18,9,华景新城信华花园,华景路,4,1,1,11,950
1628,1650,合,10,23,美林海岸花园,科韵路,5,1,1,5,650
1629,1670,合,10,23,美林海岸花园,科韵路,5,1,1,5,650
1630,2120,合,13,8,德欣小区,石牌桥,3,1,1,3,400
1631,1870,合,11,6,星品,磨碟沙,4,1,1,-1,-1
1632,1700,合,13,12,智景花苑,车陂,4,1,1,4,500
1633,1420,合,9,3,景安花园,三溪,5,2,2,5,1650
1634,2770,合,23,6,天诚广场,华师,4,1,1,3,500
1635,1410,合,7,7,锦丽居一期,东晓南,4,1,1,2,300
1636,1700,合,9,10,顺华名庭,中大,4,1,1,8,600
1637,1800,合,21,3,美林湖畔花园,三溪,4,1,1,5,550
1638,1590,合,14,4,五仙花园,天平架,3,1,1,6,850
1639,1510,合,9,4,兴禺大厦,广州东站,4,1,1,1,650
1640,2320,合,18,11,华友大厦,杨箕,3,1,1,5,950
1641,1720,合,11,23,金碧花园第二金碧,石溪,3,1,1,-1,300
1642,1380,合,7,23,金碧花园第二金碧,石溪,3,1,1,-1,300
1643,1490,合,9,6,绿茵翠庭,客村,3,1,1,3,1100
1644,1630,合,12,6,绿茵翠庭,客村,3,1,1,3,1100
1645,1830,合,20,5,美林湖畔花园,三溪,4,1,1,5,550
1646,2010,合,21,17,罗马家园,沥滘,4,1,1,3,600
1647,1680,合,15,5,白云畔山花园,京溪南方医院,4,1,1,3,900
1648,2020,合,12,26,恒城大厦,体育西路,3,1,1,1,350
1649,2270,合,15,17,金迪大厦,杨箕,3,1,1,1,400
1650,1520,合,7,3,骏景花园1,车陂南,4,1,1,4,900
1651,1430,合,5,9,世港国际公寓,磨碟沙,4,1,1,8,600
1652,2260,合,15,4,远洋宿舍,体育西路,4,1,1,1,500
1653,1600,合,11,1,华景公安宿舍,华景路,3,1,1,11,150
1654,1250,合,7,5,金碧花园第一金碧,石溪,3,1,1,-1,400
1655,2200,合,22,8,云景花园云枫苑,京溪南方医院,4,1,1,3,550
1656,1650,合,10,8,金晖花苑,燕塘,4,1,1,3,700
1657,1400,合,8,9,好信广场,东晓南,3,1,1,-1,-1
1658,2120,合,20,12,东尚明苑,黄村（广州）,4,1,1,4,850
1659,2440,合,20,11,光大花园华榕苑,沙园,4,1,1,8,500
1660,1010,合,7,8,东方明珠花苑,白云文化广场,4,1,1,2,550
1661,2060,合,28,11,骏景花园1,车陂南,5,1,1,4,900
1662,2230,合,9,3,嘉裕丹顿阳光,猎德,4,1,1,5,650
1663,1960,合,7,8,新庆花园,猎德,6,1,2,5,950
1664,1900,合,20,6,逸景翠园,鹭江,4,1,1,8,1350
1665,1750,合,19,5,尚领时代,石溪,3,1,1,-1,550
1666,1780,合,11,15,骏景花园1,车陂南,4,1,1,4,900
1667,1620,合,10,15,东尚明苑,黄村（广州）,3,1,1,4,850
1668,1680,合,13,3,罗马家园,沥滘,5,1,2,3,600
